firstname,lastname,email,address,country,last_country_logged,creation_date,last_activity_date,age_group,id
Maria,Gallegos,ytaylor@fernandez-pratt.com,"76455 Sean Neck
Nguyenton, MA 33529",LBY,LBY,12-01-2022 00:00:00,03-02-2023 03:01:32,5.0,e72cb51e-9f3b-4c1d-a4ea-cc61e88641cd
Andrew,Johnson,michaelwilliams@mccullough-fritz.info,"3569 Ortega Creek
Nicholasmouth, OR 73049",ROU,ROU,01-09-2023 00:00:00,03-02-2023 12:23:01,5.0,124e8136-497a-4f99-b1c0-50dc42d44cc9
Jonathan,Scott,kelly80@munoz.com,"64058 Smith Divide Apt. 859
North Nathanville, NV 98635",ZWE,ZWE,12-16-2022 00:00:00,03-02-2023 00:14:02,6.0,bf2cfd01-e07d-4a50-a95f-d4fb60d0883a
Juan,Campbell,stevensalazar@gomez.com,"149 Laurie Mill
Anthonymouth, FL 69589",ECU,ECU,01-27-2023 00:00:00,03-01-2023 16:14:35,4.0,76b8518b-ce96-417f-a4e8-aed3c8d10073
Deborah,Wong,richardsharp@nunez.com,"7637 Christopher Divide Apt. 470
Angelatown, OK 38071",ARE,ARE,12-15-2021 00:00:00,03-01-2023 12:00:45,5.0,5c633366-d4b0-4ab6-b711-af750ca50f93
Seth,West,mclaughlindennis@lucas.com,"93390 Amy Vista Apt. 851
Port Waynechester, PA 20688",CIV,CIV,08-24-2022 00:00:00,03-01-2023 03:24:07,5.0,4b733ce0-d81c-4c3d-b7fb-b194fca5a5d4
Cody,Davis,christopherrobinson@case.com,"9979 Brown Terrace Apt. 270
East Denise, MI 65272",NPL,NPL,11-21-2022 00:00:00,03-02-2023 06:45:10,1.0,b3c0ff7a-c815-4b79-94ac-f00b3caee99e
Laura,Robles,paynekatherine@lin.com,"846 Adkins Branch Suite 906
Jenniferport, GA 43118",IRL,IRL,11-19-2021 00:00:00,03-01-2023 10:19:18,5.0,d573b2a4-d1cd-43c7-8103-238e382722e5
Jeffery,Robinson,josephjohnson@walters-miller.com,"7437 Brian Locks Suite 828
Brownborough, OK 67341",MHL,MHL,11-23-2022 00:00:00,03-01-2023 07:59:59,7.0,34252472-5666-4f34-9336-2618671a570d
Jessica,Simon,theresasanders@munoz-lucas.com,"238 Lane Passage
Wrightmouth, VT 67404",NIC,NIC,08-28-2022 00:00:00,03-01-2023 18:37:38,1.0,306c774b-4213-4387-a2ae-d351614d110e
